,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
3136,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,2,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3142,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3143,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3144,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3146,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fog,14,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3147,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3154,,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3155,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3156,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,17,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3158,บางนา-ท่าเรือ,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Partly Cloudy,18,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3162,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,Fair,19,2,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
3165,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,19,2,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3170,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,2,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3173,บางนา-ท่าเรือ,รถตู้,Fair,21,2,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3185,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,รถตู้,Fair,24,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3188,บางพลี-สุขสวัสดิ์,อื่นๆ,Fair,24,2,2021,อื่นๆ,ไม่มีความลาดชัน,5,INJ
3190,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Fair,25,2,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
3191,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,25,2,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
3192,ดาวคะนอง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,25,2,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3201,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,2,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3205,บางนา-ท่าเรือ,อื่นๆ,Fog,28,2,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,1,INJ
3206,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,28,2,2021,อื่นๆ,ไม่มีความลาดชัน,2,INJ
3207,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,2,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3214,ราษฎร์บูรณะ - พระสมุทรเจดีย์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,1,3,2021,อื่นๆ,ไม่มีความลาดชัน,2,INJ
3215,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,1,3,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,INJ
3220,รามอินทรา-อาจณรงค์,อื่นๆ,Fog,2,3,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
3222,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,2,3,2021,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
3223,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,3,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3224,ดาวคะนอง -  แสมดำ,รถตู้,Fair,2,3,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
3225,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,3,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
3228,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,3,3,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3229,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Mostly Cloudy,3,3,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3236,หมอชิต-กาญจนาฯ,อื่นๆ,Partly Cloudy,5,3,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3240,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,6,3,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
3245,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,3,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3248,บางพลี-สุขสวัสดิ์,อื่นๆ,Partly Cloudy,7,3,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3251,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,8,3,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3256,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,8,3,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
3258,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,9,3,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
3259,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,9,3,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3276,แขวงรามอินทรา - บางพลี,รถบรรทุก 6 ล้อ,Partly Cloudy,12,3,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
3279,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,3,2021,อื่นๆ,ไม่มีความลาดชัน,4,INJ
3283,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,3,2021,อื่นๆ,ไม่มีความลาดชัน,5,INJ
