,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
4339,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,12,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
4340,รามอินทรา-อาจณรงค์,รถปิคอัพบรรทุก 4 ล้อ,Fair,15,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4344,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,16,12,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
4346,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Fair,16,12,2021,ทางตรง,ที่ลาดชัน,5,INJ
4351,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,12,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
4359,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,Fair,18,12,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
4360,บางปะอิน-แจ้งวัฒนะ,อื่นๆ,Fair,18,12,2021,ทางสามแยก (Y),ไม่มีความลาดชัน,5,INJ
4362,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,19,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4363,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,12,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
4366,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4369,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4372,คันนายาว - แยกเข้ามีนบุรี,รถปิคอัพบรรทุก 4 ล้อ,Fair,21,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4376,ดินแดง-ท่าเรือ,อื่นๆ,Fair,22,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4377,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,22,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4380,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,23,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4381,ดินแดง-ท่าเรือ,อื่นๆ,Fair,23,12,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
4382,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,23,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4386,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,24,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4388,คลองประปา - คันนายาว,รถจักรยานยนต์,Fair,24,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4392,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Fair,24,12,2021,ทางตรง,ที่ลาดชัน,5,INJ
4402,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4405,บางนา-ท่าเรือ,อื่นๆ,Fair,27,12,2021,ทางสามแยก (Y),ไม่มีความลาดชัน,3,INJ
4418,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,29,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4421,สะพานกรุงเทพฯ,รถจักรยานยนต์,Fair,29,12,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
4423,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,12,2021,ทางตรง,ไม่มีความลาดชัน,2,INJ
4427,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4429,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4432,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,30,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4433,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4434,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,30,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4436,รามอินทรา-อาจณรงค์,อื่นๆ,Partly Cloudy,30,12,2021,ทางตรง,ไม่มีความลาดชัน,5,INJ
4438,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,31,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4439,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,31,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4440,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,31,12,2021,ทางตรง,ไม่มีความลาดชัน,0,INJ
4441,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,12,2021,ทางตรง,ไม่มีความลาดชัน,1,INJ
4445,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,31,12,2021,ทางตรง,ไม่มีความลาดชัน,3,INJ
4446,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Mostly Cloudy,31,12,2021,อื่นๆ,ไม่มีความลาดชัน,3,INJ
4448,หมอชิต-กาญจนาฯ,อื่นๆ,Mostly Cloudy,31,12,2021,ทางตรง,ไม่มีความลาดชัน,4,INJ
4450,บึงคำพร้อย - คู้บอน,รถปิคอัพบรรทุก 4 ล้อ,Fair,1,1,2022,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ไม่มีความลาดชัน,2,INJ
4452,พระประแดง - บางแค,รถปิคอัพบรรทุก 4 ล้อ,Fair,1,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,INJ
4453,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4455,บางแค - คลองมหาสวัสดิ์,อื่นๆ,Fair,1,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4456,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4457,บางบอน - โรงพยาบาลบางปะกอก 8,รถจักรยานยนต์,Fair,2,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4458,พระประแดง - บางแค,รถจักรยานยนต์,Fair,2,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4460,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,3,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4464,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,3,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4465,พระประแดง - บางแค,รถจักรยานยนต์,Fair,3,1,2022,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ไม่มีความลาดชัน,5,INJ
4467,บางแค - คลองมหาสวัสดิ์,รถตู้,Fair,4,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4471,ดาวคะนอง -  แสมดำ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,4,1,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4472,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,1,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4473,พระประแดง - บางแค,รถจักรยานยนต์,Fair,4,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4474,บางบอน - โรงพยาบาลบางปะกอก 8,รถจักรยานยนต์,Fair,4,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4475,พญาไท-ศรีนครินทร์,อื่นๆ,Partly Cloudy,5,1,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4477,บางนา-ท่าเรือ,อื่นๆ,Fair,5,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,INJ
4478,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4490,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,9,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4492,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,9,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4495,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,10,1,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4496,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Fair,11,1,2022,ทางโค้งกว้าง,ที่ลาดชัน,0,INJ
4497,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,11,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
4500,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,11,1,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4502,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4504,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,14,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
4508,ดินแดง - งามวงศ์วาน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4511,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,15,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4512,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,1,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4513,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,1,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4514,ดาวคะนอง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,Fair,15,1,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4516,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4523,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4528,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,20,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
4537,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,22,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4543,ดินแดง-ท่าเรือ,อื่นๆ,Fair,22,1,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4544,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,22,1,2022,อื่นๆ,ไม่มีความลาดชัน,2,INJ
4547,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,23,1,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4550,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,23,1,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,INJ
4551,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,24,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4555,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,25,1,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,INJ
4557,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,26,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4559,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4575,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,30,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4577,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุก 6 ล้อ,Fair,31,1,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4579,พญาไท-บางโคล่,อื่นๆ,Fair,31,1,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3,INJ
4580,งามวงศ์วาน - ดอนเมือง,รถจักรยานยนต์,Fair,31,1,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4584,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,2,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4585,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4587,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,2,2,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4590,ดาวคะนอง-ท่าเรือ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,3,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4592,ดินแดง - งามวงศ์วาน,รถปิคอัพบรรทุก 4 ล้อ,Fair,3,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4595,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,Fair,4,2,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4602,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Fair,4,2,2022,ทางตรง,ที่ลาดชัน,5,INJ
4606,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,5,2,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4616,ดินแดง-ท่าเรือ,อื่นๆ,Fair,7,2,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4618,พญาไท-บางโคล่,รถตู้,Fair,8,2,2022,ทางร่วม,ไม่มีความลาดชัน,2,INJ
4620,ดินแดง-ท่าเรือ,อื่นๆ,Partly Cloudy,8,2,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,5,INJ
4621,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,9,2,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
4622,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,2,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4623,ดินแดง - งามวงศ์วาน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,2,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4624,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fog,11,2,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4625,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,Fair,11,2,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4629,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,11,2,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4634,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,14,2,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4643,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,16,2,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,0,INJ
4645,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,17,2,2022,อื่นๆ,ไม่มีความลาดชัน,1,INJ
4649,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพโดยสาร,Fair,17,2,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4653,แจ้งวัฒนะ-พญาไท,อื่นๆ,Light Rain,18,2,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4662,ดาวคะนอง-ท่าเรือ,อื่นๆ,Partly Cloudy,20,2,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3,INJ
4663,บางนา-ชลบุรี,อื่นๆ,Fair,20,2,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4664,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,20,2,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,5,INJ
4665,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,2,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4672,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,23,2,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4673,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,23,2,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4675,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,24,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4678,สะพานกรุงเทพฯ,รถจักรยานยนต์,Fair,24,2,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4684,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,25,2,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4686,บางปะอิน - แขวงรามอินทรา,รถบรรทุก 6 ล้อ,Fair,26,2,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4688,แขวงคลองสองต้นนุ่น - พิมพา,รถจักรยานยนต์,Fair,28,2,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4691,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4705,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,4,3,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2,INJ
4712,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,3,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4729,รามอินทรา-อาจณรงค์,รถบรรทุก 6 ล้อ,Fair,10,3,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4730,พญาไท-บางโคล่,อื่นๆ,Fair,10,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4734,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,12,3,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4740,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4752,ดินแดง-ท่าเรือ,อื่นๆ,Fair,16,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4759,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,18,3,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4764,ดินแดง - งามวงศ์วาน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,3,2022,อื่นๆ,ไม่มีความลาดชัน,5,INJ
4766,ดินแดง-ท่าเรือ,อื่นๆ,Fair,20,3,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4770,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,20,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4771,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4775,สะพานภูมิพลที่ 2 ไปสะพานภูมิพลที่ 1,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,21,3,2022,ทางตรง,ที่ลาดชัน,2,INJ
4776,พญาไท-ศรีนครินทร์,รถบรรทุก 6 ล้อ,Fair,22,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4782,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,23,3,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4783,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,23,3,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4788,ดาวคะนอง-ท่าเรือ,อื่นๆ,Partly Cloudy,24,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4791,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,24,3,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4792,บางปะอิน - แขวงรามอินทรา,รถตู้,Partly Cloudy,25,3,2022,ทางตรง,ไม่มีความลาดชัน,1,INJ
4799,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,26,3,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,0,INJ
4808,รามอินทรา-อาจณรงค์,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4811,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถตู้,Fair,28,3,2022,อื่นๆ,ไม่มีความลาดชัน,5,INJ
4812,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,29,3,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,1,INJ
4815,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,29,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4816,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain Shower,29,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4817,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,29,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4818,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,29,3,2022,ทางตรง,ไม่มีความลาดชัน,5,INJ
4819,งามวงศ์วาน - ดอนเมือง,รถปิคอัพบรรทุก 4 ล้อ,Fair,30,3,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4821,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,3,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4822,บางพลี-สุขสวัสดิ์,รถตู้,Fair,30,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4823,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,30,3,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
4825,แจ้งวัฒนะ-พญาไท,อื่นๆ,Fair,30,3,2022,อื่นๆ,ไม่มีความลาดชัน,5,INJ
4826,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Fair,30,3,2022,ทางตรง,ที่ลาดชัน,5,INJ
4827,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,31,3,2022,ทางตรง,ไม่มีความลาดชัน,0,INJ
4831,หมอชิต-กาญจนาฯ,อื่นๆ,Fair,31,3,2022,ทางตรง,ไม่มีความลาดชัน,2,INJ
4832,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,3,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4836,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถจักรยานยนต์,Mostly Cloudy,1,4,2022,ทางตรง,ที่ลาดชัน,5,INJ
4839,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,4,2022,ทางตรง,ที่ลาดชัน,3,INJ
4840,อาจณรงค์-บางนา,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,4,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,INJ
4841,ดาวคะนอง-ท่าเรือ,อื่นๆ,Fair,3,4,2022,ทางร่วม,ไม่มีความลาดชัน,0,INJ
4847,รามอินทรา-อาจณรงค์,อื่นๆ,Fair,4,4,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,INJ
4851,ดินแดง-ท่าเรือ,อื่นๆ,Mostly Cloudy,4,4,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4860,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,4,2022,ทางตรง,ไม่มีความลาดชัน,4,INJ
4865,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,4,2022,ทางตรง,ไม่มีความลาดชัน,3,INJ
