,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc
2507,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,17,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2508,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,อื่นๆ,แจ่มใส,17,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2510,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,17,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2511,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,9,2020,ทางตรง,ไม่มีความลาดชัน,0
2512,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2516,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,19,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2517,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,19,9,2020,อื่นๆ,ไม่มีความลาดชัน,1
2518,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,19,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2520,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,19,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2522,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,20,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2523,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,20,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2525,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,20,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2528,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,21,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2529,แขวงรามอินทรา - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,21,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2530,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,21,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2532,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,22,9,2020,ทางตรง,ไม่มีความลาดชัน,0
2533,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,22,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2534,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,22,9,2020,ทางตรง,ไม่มีความลาดชัน,3
2537,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,อื่นๆ,แจ่มใส,23,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2539,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,24,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2540,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,24,9,2020,อื่นๆ,ไม่มีความลาดชัน,2
2541,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,24,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2545,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,27,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2548,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,28,9,2020,ทางตรง,ไม่มีความลาดชัน,1
2550,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุก 6 ล้อ,แจ่มใส,28,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2552,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,29,9,2020,อื่นๆ,ไม่มีความลาดชัน,1
2553,แขวงคลองสองต้นนุ่น - พิมพา,อื่นๆ,แจ่มใส,29,9,2020,ทางตรง,ไม่มีความลาดชัน,2
2554,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,30,9,2020,อื่นๆ,ไม่มีความลาดชัน,3
2556,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,30,9,2020,ทางตรง,ไม่มีความลาดชัน,4
2557,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,10,2020,ทางตรง,ที่ลาดชัน,0
2558,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,10,2020,ทางตรง,ไม่มีความลาดชัน,1
2560,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,1,10,2020,ทางตรง,ไม่มีความลาดชัน,2
2561,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,10,2020,อื่นๆ,ไม่มีความลาดชัน,3
2562,ดินแดง - งามวงศ์วาน,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,2,10,2020,ทางตรง,ไม่มีความลาดชัน,0
