,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc
202,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2019,อื่นๆ,ไม่มีความลาดชัน,3
203,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,2,2019,ทางตรง,ไม่มีความลาดชัน,3
204,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,2,2019,ทางตรง,ไม่มีความลาดชัน,2
206,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,1
207,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,1
208,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,3
209,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,2,2019,ทางตรง,ไม่มีความลาดชัน,4
210,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,2,2019,ทางตรง,ไม่มีความลาดชัน,3
212,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,10,2,2019,ทางตรง,ไม่มีความลาดชัน,4
213,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1
215,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1
216,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,11,2,2019,ทางตรง,ไม่มีความลาดชัน,1
218,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,11,2,2019,อื่นๆ,ไม่มีความลาดชัน,4
219,ถนนศรีนครินทร์ - บางปะกง,อื่นๆ,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,0
220,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,3
221,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,แจ่มใส,12,2,2019,ทางตรง,ไม่มีความลาดชัน,3
222,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,0
225,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถโดยสารขนาดใหญ่,แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,2
226,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,13,2,2019,ทางตรง,ไม่มีความลาดชัน,2
229,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,0
230,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,1
231,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,แจ่มใส,14,2,2019,อื่นๆ,ไม่มีความลาดชัน,2
232,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,14,2,2019,ทางตรง,ไม่มีความลาดชัน,2
233,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,1
234,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถโดยสารขนาดใหญ่,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,2
235,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,2
236,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,3
237,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,2,2019,ทางตรง,ไม่มีความลาดชัน,4
240,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,2,2019,อื่นๆ,ไม่มีความลาดชัน,2
241,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,2,2019,ทางตรง,ไม่มีความลาดชัน,2
244,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,17,2,2019,ทางตรง,ไม่มีความลาดชัน,3
247,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,18,2,2019,ทางตรง,ไม่มีความลาดชัน,2
